연도,시군구명,항목명,산출액,중간투입액,부가가치,고정자본소모,지역내순생산,기타생산세(기타생산보조금 공제),지역내요소소득,산출액(2015년 기준년 연쇄가격),부가가치(2015년 기준년 연쇄가격)
2015,영덕군,운수 및 창고업,14705,8382,6322,1913,4410,28,4382,14705,6322
2015,청도군,운수 및 창고업,25932,14435,11497,3713,7784,49,7735,25932,11497
2015,고령군,운수 및 창고업,32970,17155,15814,5891,9923,63,9861,32970,15814
2015,성주군,운수 및 창고업,54463,29580,24883,8518,16365,103,16261,54463,24883
2015,칠곡군,운수 및 창고업,338601,188855,149747,48115,101631,643,100989,338601,149747
2015,예천군,운수 및 창고업,19695,11132,8563,2655,5908,37,5871,19695,8563
2015,봉화군,운수 및 창고업,33644,18660,14983,4883,10100,64,10037,33644,14983
2015,울진군,운수 및 창고업,27592,15105,12486,4199,8288,52,8236,27592,12486
2015,울릉군,운수 및 창고업,59499,44746,14753,5488,9265,113,9152,59499,14753
2015,경상북도,운수 및 창고업,5678835,3249793,2429042,813123,1615919,10779,1605140,5678835,2429042
2016,포항시,운수 및 창고업,2079537,1289447,790090,242227,547863,3650,544214,2134760,803105
2016,경주시,운수 및 창고업,498316,276925,221391,71186,150205,875,149330,496814,216725
2016,김천시,운수 및 창고업,647279,328605,318674,121264,197411,1136,196274,637563,307456
2016,안동시,운수 및 창고업,183389,105935,77455,22474,54980,322,54658,183841,76404
2016,구미시,운수 및 창고업,723877,414531,309346,97391,211955,1271,210684,726930,305403
2016,영주시,운수 및 창고업,213575,116117,97458,32891,64567,375,64192,212289,95032
2016,영천시,운수 및 창고업,133150,71619,61531,21221,40311,234,40077,132155,59891
2016,상주시,운수 및 창고업,110387,62470,47917,14727,33190,194,32996,110336,47070
2016,문경시,운수 및 창고업,77265,43640,33625,10387,23238,136,23102,77208,33018
2016,경산시,운수 및 창고업,490898,277089,213809,66158,147651,862,146790,490489,209923
2016,군위군,운수 및 창고업,37635,19290,18346,6881,11465,66,11399,37116,17724
2016,의성군,운수 및 창고업,25284,14642,10642,3064,7577,44,7533,25356,10503
2016,청송군,운수 및 창고업,19369,10232,9137,3259,5878,34,5844,19178,8867
2016,영양군,운수 및 창고업,6530,3817,2713,758,1954,11,1943,6557,2683
2016,영덕군,운수 및 창고업,16624,9619,7005,2022,4983,29,4954,16669,6913
2016,청도군,운수 및 창고업,30795,17068,13727,4442,9286,54,9232,30691,13432
2016,고령군,운수 및 창고업,46429,24652,21778,7697,14080,82,13999,46002,21152
2016,성주군,운수 및 창고업,65565,34772,30793,10907,19886,115,19771,64952,29903
2016,칠곡군,운수 및 창고업,350789,196216,154573,48931,105642,616,105026,350050,151500
2016,예천군,운수 및 창고업,20313,11677,8636,2542,6094,36,6059,20349,8511
2016,봉화군,운수 및 창고업,34236,19385,14851,4558,10293,60,10233,34222,14590
2016,울진군,운수 및 창고업,30640,16750,13891,4634,9256,54,9203,30479,13558
2016,울릉군,운수 및 창고업,34168,25768,8400,3233,5167,60,5107,37646,9902
2016,경상북도,운수 및 창고업,5876053,3390265,2485788,802855,1682933,10314,1672619,5921652,2463263
2017,포항시,운수 및 창고업,2361979,1477396,884584,282473,602110,4043,598068,2414066,959763
2017,경주시,운수 및 창고업,436919,249454,187465,65305,122160,748,121412,434639,192328
2017,김천시,운수 및 창고업,601193,309680,291514,120993,170520,1029,169491,586806,283940
2017,안동시,운수 및 창고업,165355,98617,66738,20795,45943,283,45660,166011,70409
2017,구미시,운수 및 창고업,646951,379274,267677,91201,176476,1108,175368,648059,278326
2017,영주시,운수 및 창고업,210906,119038,91868,32788,59080,361,58719,209080,93455
2017,영천시,운수 및 창고업,127435,70105,57330,21502,35827,218,35609,125913,57627
2017,상주시,운수 및 창고업,110678,63885,46793,15890,30902,189,30713,110517,48415
2017,문경시,운수 및 창고업,67767,39557,28210,9320,18890,116,18774,67707,29324
2017,경산시,운수 및 창고업,454325,261252,193072,66149,126923,778,126145,453368,199332
2017,군위군,운수 및 창고업,32115,16483,15632,6519,9113,55,9058,31378,15229
2017,의성군,운수 및 창고업,22968,13669,9299,2915,6384,39,6344,23064,9805
2017,청송군,운수 및 창고업,19136,10017,9119,3703,5416,33,5384,18796,8981
2017,영양군,운수 및 창고업,5004,3019,1984,597,1388,9,1379,5037,2111
2017,영덕군,운수 및 창고업,14645,8609,6036,1958,4078,25,4053,14690,6326
2017,청도군,운수 및 창고업,28921,16160,12761,4648,8113,50,8063,28725,12973
2017,고령군,운수 및 창고업,41405,22435,18970,7305,11665,71,11594,40795,18922
2017,성주군,운수 및 창고업,59737,32147,27589,10744,16845,102,16743,58819,27446
2017,칠곡군,운수 및 창고업,465431,253503,211928,80895,131033,797,130236,462027,213713
2017,예천군,운수 및 창고업,20567,12242,8325,2609,5716,35,5681,20631,8766
2017,봉화군,운수 및 창고업,31272,18244,13027,4310,8718,54,8664,31254,13545
2017,울진군,운수 및 창고업,27288,15065,12223,4555,7668,47,7621,27028,12337
2017,울릉군,운수 및 창고업,37491,28433,9059,3613,5445,64,5381,39923,11099
2017,경상북도,운수 및 창고업,5989487,3518284,2471203,860788,1610415,10253,1600162,6010934,2569286
2018,포항시,운수 및 창고업,2150182,1384460,765722,250017,515705,2811,512894,2168805,863350
2018,경주시,운수 및 창고업,510732,298098,212633,76657,135976,668,135308,505355,225554
2018,김천시,운수 및 창고업,608264,324044,284221,122999,161222,795,160426,593716,285255
2018,안동시,운수 및 창고업,190558,115802,74756,23893,50864,249,50614,189811,81701
2018,구미시,운수 및 창고업,712281,427337,284944,98555,186389,931,185457,708292,306711
2018,영주시,운수 및 창고업,189789,109787,80002,29482,50520,248,50272,187246,84114
2018,영천시,운수 및 창고업,124714,71327,53386,20209,33177,163,33014,122719,55437
2018,상주시,운수 및 창고업,114974,68120,46854,16209,30645,150,30495,114088,50158
2018,문경시,운수 및 창고업,84304,49831,34474,12006,22468,110,22357,83715,37073
2018,경산시,운수 및 창고업,503578,297549,206029,71826,134203,659,133545,499458,220049
2018,군위군,운수 및 창고업,33364,17881,15482,6637,8846,44,8802,32587,15545
2018,의성군,운수 및 창고업,27496,16688,10808,3469,7339,36,7303,27396,11805
2018,청송군,운수 및 창고업,22786,12320,10466,4422,6044,30,6014,22363,10626
2018,영양군,운수 및 창고업,5531,3409,2122,645,1478,7,1470,5519,2341
2018,영덕군,운수 및 창고업,18903,11242,7661,2621,5039,25,5015,18838,8308
2018,청도군,운수 및 창고업,32841,18829,14012,5275,8738,43,8695,32481,14717
2018,고령군,운수 및 창고업,40264,22919,17345,6637,10709,53,10656,39520,17869
2018,성주군,운수 및 창고업,58246,32574,25672,10195,15477,76,15401,57193,26360
2018,칠곡군,운수 및 창고업,512886,292796,220090,83662,136429,671,135758,507104,229263
2018,예천군,운수 및 창고업,25387,15462,9925,3148,6777,33,6744,25262,10826
2018,봉화군,운수 및 창고업,32976,19700,13276,4483,8793,43,8750,32734,14288
2018,울진군,운수 및 창고업,28105,16064,12041,4565,7477,37,7440,27725,12555
2018,울릉군,운수 및 창고업,36880,28638,8242,3247,4996,48,4947,37997,10699
2018,경상북도,운수 및 창고업,6065043,3654878,2410165,860857,1549308,7930,1541378,6038625,2594521
2015,포항시,숙박및음식점업,1048722,728501,320221,21192,299028,2892,296137,1048722,320221
2015,경주시,숙박및음식점업,798666,522623,276043,36998,239045,2202,236843,798666,276043
2015,김천시,숙박및음식점업,227881,157188,70693,5525,65168,628,64540,227881,70693
2015,안동시,숙박및음식점업,292327,202465,89863,6352,83510,806,82704,292327,89863
2015,구미시,숙박및음식점업,948403,667466,280937,14721,266216,2615,263601,948403,280937
2015,영주시,숙박및음식점업,185978,129501,56477,3619,52858,513,52346,185978,56477
2015,영천시,숙박및음식점업,163363,114716,48646,2686,45960,450,45509,163363,48646
2015,상주시,숙박및음식점업,132273,93164,39109,2002,37107,365,36742,132273,39109
2015,문경시,숙박및음식점업,141233,96188,45045,4167,40878,389,40489,141233,45045
2015,경산시,숙박및음식점업,497955,353318,144637,5866,138771,1373,137398,497955,144637
2015,군위군,숙박및음식점업,67936,48177,19759,833,18927,187,18739,67936,19759
2015,의성군,숙박및음식점업,34841,24470,10371,574,9797,96,9701,34841,10371
2015,청송군,숙박및음식점업,34238,23713,10525,774,9751,94,9657,34238,10525
2015,영양군,숙박및음식점업,13172,8972,4200,383,3816,36,3780,13172,4200
2015,영덕군,숙박및음식점업,91400,61764,29636,3035,26601,252,26349,91400,29636
2015,청도군,숙박및음식점업,67997,46674,21322,1813,19509,187,19322,67997,21322
2015,고령군,숙박및음식점업,38601,27254,11347,568,10778,106,10672,38601,11347
2015,성주군,숙박및음식점업,70086,48804,21282,1441,19841,193,19648,70086,21282
2015,칠곡군,숙박및음식점업,257794,182733,75061,3232,71829,711,71119,257794,75061
2015,예천군,숙박및음식점업,51911,36484,15426,854,14572,143,14429,51911,15426
2015,봉화군,숙박및음식점업,32861,23047,9814,570,9244,91,9153,32861,9814
2015,울진군,숙박및음식점업,132910,84908,48002,7370,40632,366,40266,132910,48002
2015,울릉군,숙박및음식점업,23205,14930,8275,1231,7044,64,6980,23205,8275
2015,경상북도,숙박및음식점업,5353754,3697063,1656691,125807,1530884,14762,1516122,5353754,1656691
2016,포항시,숙박및음식점업,1112961,769424,343537,21220,322317,2588,319729,1087665,327819
2016,경주시,숙박및음식점업,838420,547583,290837,34452,256385,1950,254435,821545,279481
2016,김천시,숙박및음식점업,254206,175121,79085,5423,73662,591,73071,248494,75396
2016,안동시,숙박및음식점업,319726,220664,99061,6386,92675,744,91931,312492,94482
2016,구미시,숙박및음식점업,1037040,728981,308059,14033,294026,2412,291614,1012778,292808
2016,영주시,숙박및음식점업,204349,141910,62440,3605,58835,475,58360,199670,59551
2016,영천시,숙박및음식점업,175324,123011,52314,2498,49816,408,49408,171237,49729
2016,상주시,숙박및음식점업,139701,98136,41565,1915,39650,325,39325,136435,39506
2016,문경시,숙박및음식점업,147270,100188,47082,3812,43270,343,42928,144041,44964
2016,경산시,숙박및음식점업,540823,382990,157833,5689,152144,1258,150886,527977,149682
2016,군위군,숙박및음식점업,76484,53927,22557,951,21606,178,21428,74685,21314
2016,의성군,숙박및음식점업,36191,25350,10842,540,10302,84,10218,35350,10316
2016,청송군,숙박및음식점업,36320,25131,11189,716,10473,84,10389,35497,10670
2016,영양군,숙박및음식점업,13081,8922,4159,321,3838,30,3808,12792,3978
2016,영덕군,숙박및음식점업,93048,62797,30251,2713,27538,216,27321,91043,28968
2016,청도군,숙박및음식점업,77923,53229,24693,1931,22762,181,22581,76203,23550
2016,고령군,숙박및음식점업,41654,29335,12319,553,11766,97,11669,40678,11709
2016,성주군,숙박및음식점업,73175,50587,22588,1486,21102,170,20932,71521,21515
2016,칠곡군,숙박및음식점업,278059,196416,81643,3261,78382,647,77735,271494,77440
2016,예천군,숙박및음식점업,55372,38761,16611,853,15759,129,15630,54089,15813
2016,봉화군,숙박및음식점업,34927,24382,10545,574,9972,81,9890,34121,10042
2016,울진군,숙박및음식점업,141220,90003,51217,6969,44248,328,43920,138517,49415
2016,울릉군,숙박및음식점업,25117,16192,8925,1149,7776,58,7718,24625,8599
2016,경상북도,숙박및음식점업,5752391,3963038,1789353,121050,1668303,13378,1654925,5622950,1706748
2017,포항시,숙박및음식점업,1164780,812601,352180,22393,329787,2663,327124,1111498,326321
2017,경주시,숙박및음식점업,881049,585105,295945,37084,258860,2014,256846,843047,276558
2017,김천시,숙박및음식점업,273339,190439,82900,5725,77175,625,76550,260906,76619
2017,안동시,숙박및음식점업,326971,227816,99155,6556,92599,748,91852,312048,91831
2017,구미시,숙박및음식점업,1054983,745886,309097,14976,294121,2412,291709,1006019,284361
2017,영주시,숙박및음식점업,227658,159144,68514,4236,64277,521,63757,217205,63370
2017,영천시,숙박및음식점업,173823,122829,50993,2535,48459,397,48061,165770,46909
2017,상주시,숙박및음식점업,144948,102478,42470,2040,40430,331,40099,138224,39087
2017,문경시,숙박및음식점업,156219,107501,48718,4112,44606,357,44249,149199,45185
2017,경산시,숙박및음식점업,567725,404043,163682,6261,157421,1298,156123,541173,150326
2017,군위군,숙박및음식점업,82658,58589,24068,1074,22995,189,22806,78811,22110
2017,의성군,숙박및음식점업,38264,27025,11238,572,10666,87,10579,36494,10340
2017,청송군,숙박및음식점업,38670,26879,11791,856,10935,88,10847,36904,10890
2017,영양군,숙박및음식점업,13969,9543,4427,408,4018,32,3986,13340,4110
2017,영덕군,숙박및음식점업,96917,66286,30632,2849,27783,222,27562,92599,28429
2017,청도군,숙박및음식점업,81866,56291,25575,2217,23358,187,23171,78176,23671
2017,고령군,숙박및음식점업,44703,31704,12999,591,12408,102,12306,42627,11933
2017,성주군,숙박및음식점업,81016,56322,24694,1803,22891,185,22706,77321,22788
2017,칠곡군,숙박및음식점업,288847,204981,83866,3629,80238,660,79577,275379,77022
2017,예천군,숙박및음식점업,56614,39959,16655,873,15782,129,15653,53999,15319
2017,봉화군,숙박및음식점업,36794,25793,11001,670,10331,84,10247,35099,10138
2017,울진군,숙박및음식점업,146581,95414,51166,7361,43805,335,43470,140403,48066
2017,울릉군,숙박및음식점업,27078,17859,9219,1214,8005,62,7943,25925,8636
2017,경상북도,숙박및음식점업,6005473,4174487,1830986,130033,1700953,13731,1687222,5732130,1694028
2018,포항시,숙박및음식점업,1248049,875350,372699,24070,348629,2473,346156,1157152,337913
2018,경주시,숙박및음식점업,960949,639436,321513,40043,281470,1904,279566,895168,294467
2018,김천시,숙박및음식점업,297918,208908,89011,6071,82939,590,82349,276319,80679
2018,안동시,숙박및음식점업,365836,257145,108691,6819,101872,725,101147,339209,98460
2018,구미시,숙박및음식점업,1135744,808805,326939,15672,311267,2251,309017,1051769,295483
2018,영주시,숙박및음식점업,239685,168606,71079,4407,66672,475,66197,222171,64560
2018,영천시,숙박및음식점업,191993,136688,55305,2690,52615,380,52235,177816,50002
2018,상주시,숙박및음식점업,155880,110941,44938,2180,42758,309,42449,144360,40593
2018,문경시,숙박및음식점업,167120,115584,51536,4323,47214,331,46882,155169,46690
2018,경산시,숙박및음식점업,621768,445555,176213,6790,169423,1232,168190,575434,158358
2018,군위군,숙박및음식점업,83597,59647,23951,1079,22872,166,22706,77400,21205
2018,의성군,숙박및음식점업,39953,28405,11548,588,10959,79,10880,37008,10472
2018,청송군,숙박및음식점업,40080,27881,12199,950,11249,79,11170,37178,11087
2018,영양군,숙박및음식점업,15992,10870,5123,524,4599,32,4567,14855,4674
2018,영덕군,숙박및음식점업,102051,70058,31993,2986,29007,202,28805,94819,29278
2018,청도군,숙박및음식점업,90435,62230,28205,2566,25639,179,25460,83975,25556
2018,고령군,숙박및음식점업,45355,32328,13027,626,12401,90,12311,42000,11822
2018,성주군,숙박및음식점업,87939,61522,26416,1891,24525,174,24351,81561,23911
2018,칠곡군,숙박및음식점업,309023,220664,88359,3931,84428,612,83816,286083,79453
2018,예천군,숙박및음식점업,65923,46862,19061,986,18075,131,17944,61069,17320
2018,봉화군,숙박및음식점업,38869,27417,11452,695,10756,77,10679,36021,10397
2018,울진군,숙박및음식점업,157213,102836,54377,7555,46822,312,46510,146685,50120
2018,울릉군,숙박및음식점업,28148,18559,9589,1274,8315,56,8259,26244,8836
2018,경상북도,숙박및음식점업,6489522,4536298,1953224,138717,1814507,12860,1801647,6019405,1771280
2015,포항시,정보통신업,679027,331159,347869,115021,232847,669,232178,679027,347869
2015,경주시,정보통신업,276592,138928,137664,50834,86830,266,86564,276592,137664
2015,김천시,정보통신업,89018,47118,41901,18970,22931,82,22848,89018,41901
2015,안동시,정보통신업,190671,104572,86099,35240,50859,183,50676,190671,86099
2015,구미시,정보통신업,465812,238068,227744,82825,144919,457,144462,465812,227744
2015,영주시,정보통신업,77142,41042,36100,16199,19901,72,19829,77142,36100
2015,영천시,정보통신업,68845,35669,33176,14604,18572,63,18509,68845,33176
2015,상주시,정보통신업,68657,35951,32706,14496,18210,62,18148,68657,32706
2015,문경시,정보통신업,51120,27175,23945,10677,13268,47,13221,51120,23945
2015,경산시,정보통신업,276332,130076,146256,49726,96530,262,96268,276332,146256
2015,군위군,정보통신업,16644,8701,7942,3535,4408,15,4393,16644,7942
2015,의성군,정보통신업,40380,20853,19528,8366,11162,35,11127,40380,19528
2015,청송군,정보통신업,22663,11165,11497,4207,7290,17,7274,22663,11497
2015,영양군,정보통신업,12381,6465,5916,2638,3278,11,3267,12381,5916
2015,영덕군,정보통신업,27340,14499,12842,5946,6896,25,6871,27340,12842
2015,청도군,정보통신업,30164,15788,14376,6389,7987,27,7960,30164,14376
2015,고령군,정보통신업,23925,12568,11357,4994,6363,22,6341,23925,11357
2015,성주군,정보통신업,29711,15476,14234,6196,8038,26,8012,29711,14234
2015,칠곡군,정보통신업,105164,55589,49574,19071,30503,100,30404,105164,49574
2015,예천군,정보통신업,31013,16256,14757,6625,8132,29,8104,31013,14757
2015,봉화군,정보통신업,23200,12156,11044,4862,6182,21,6161,23200,11044
2015,울진군,정보통신업,38387,19730,18657,7995,10662,36,10627,38387,18657
2015,울릉군,정보통신업,9206,4580,4626,1685,2941,7,2935,9206,4626
2015,경상북도,정보통신업,2653394,1343583,1309811,491101,818710,2533,816177,2653394,1309811
2016,포항시,정보통신업,581402,291845,289557,108113,181444,652,180791,579218,288320
2016,경주시,정보통신업,403957,178127,225830,69185,156645,457,156188,402754,224964
2016,김천시,정보통신업,95311,50039,45272,20844,24428,101,24327,94937,45042
2016,안동시,정보통신업,189828,104566,85262,36223,49039,208,48831,188786,84678
2016,구미시,정보통신업,458126,221809,236317,84607,151709,515,151194,454529,233537
2016,영주시,정보통신업,79890,42460,37430,17434,19996,86,19910,79616,37284
2016,영천시,정보통신업,69939,36087,33852,15502,18350,74,18276,69710,33713
2016,상주시,정보통신업,70300,36632,33668,15546,18122,73,18049,70034,33497
2016,문경시,정보통신업,51632,27355,24277,11228,13050,55,12995,51415,24144
2016,경산시,정보통신업,242649,117448,125201,47785,77416,262,77154,241647,124490
2016,군위군,정보통신업,17158,8888,8270,3773,4497,18,4479,17092,8226
2016,의성군,정보통신업,41167,21071,20096,8818,11278,41,11237,40968,19945
2016,청송군,정보통신업,23684,11490,12194,4462,7732,20,7713,23473,12002
2016,영양군,정보통신업,12905,6717,6188,2805,3382,13,3369,12848,6149
2016,영덕군,정보통신업,28718,15123,13596,6415,7181,31,7151,28625,13543
2016,청도군,정보통신업,31014,16113,14901,6808,8093,32,8061,30891,14819
2016,고령군,정보통신업,24579,12852,11727,5289,6438,26,6413,24472,11655
2016,성주군,정보통신업,30757,15854,14903,6638,8266,31,8234,30615,14800
2016,칠곡군,정보통신업,121853,60143,61710,22222,39488,135,39353,121409,61382
2016,예천군,정보통신업,32988,17026,15962,7266,8696,35,8662,32852,15871
2016,봉화군,정보통신업,24107,12502,11606,5196,6410,25,6385,24004,11532
2016,울진군,정보통신업,36151,18884,17267,8083,9184,38,9145,36030,17197
2016,울릉군,정보통신업,8831,4233,4598,1654,2944,7,2937,8750,4523
2016,경상북도,정보통신업,2676945,1327261,1349684,515896,833788,2934,830854,2664675,1341311
2017,포항시,정보통신업,589463,297918,291546,107608,183938,602,183336,586454,293259
2017,경주시,정보통신업,288317,145567,142750,54544,88206,290,87916,287126,143678
2017,김천시,정보통신업,112079,58200,53880,22981,30899,110,30789,111449,54150
2017,안동시,정보통신업,181735,103348,78386,34644,43742,180,43562,180341,78631
2017,구미시,정보통신업,566859,263496,303363,97881,205482,586,204895,559872,300951
2017,영주시,정보통신업,82037,45384,36653,17446,19207,81,19126,81633,36930
2017,영천시,정보통신업,77493,40471,37022,16436,20586,75,20511,77123,37257
2017,상주시,정보통신업,71472,38770,32701,15574,17127,67,17060,71030,32839
2017,문경시,정보통신업,52008,28575,23433,11177,12256,50,12205,51677,23543
2017,경산시,정보통신업,242278,120945,121333,48004,73329,237,73092,240692,121635
2017,군위군,정보통신업,17790,9643,8147,3848,4299,17,4282,17677,8178
2017,의성군,정보통신업,41334,22039,19295,8758,10537,37,10499,40977,19272
2017,청송군,정보통신업,23681,11902,11780,4476,7304,18,7286,23258,11549
2017,영양군,정보통신업,13049,7056,5993,2806,3187,12,3174,12907,5973
2017,영덕군,정보통신업,28132,15391,12742,6272,6470,27,6443,28001,12837
2017,청도군,정보통신업,31350,16948,14402,6821,7581,29,7552,31147,14452
2017,고령군,정보통신업,24815,13466,11350,5280,6070,23,6046,24639,11378
2017,성주군,정보통신업,31287,16811,14476,6690,7786,29,7757,31043,14485
2017,칠곡군,정보통신업,126903,63193,63711,22903,40807,128,40679,126194,63962
2017,예천군,정보통신업,35228,18839,16389,7642,8747,34,8713,35012,16457
2017,봉화군,정보통신업,24255,13102,11153,5182,5971,23,5948,24079,11174
2017,울진군,정보통신업,36301,19661,16640,8013,8627,35,8592,36120,16752
2017,울릉군,정보통신업,8892,4423,4469,1665,2804,7,2798,8728,4377
2017,경상북도,정보통신업,2706760,1375146,1331614,516653,814961,2700,812261,2687668,1334257
2018,포항시,정보통신업,602084,304317,297767,109685,188082,682,187399,607541,309387
2018,경주시,정보통신업,323497,154896,168601,58245,110355,364,109991,328078,175842
2018,김천시,정보통신업,116740,59868,56872,23661,33211,128,33083,118137,59504
2018,안동시,정보통신업,179832,101726,78105,34032,44074,197,43876,180667,81141
2018,구미시,정보통신업,520544,251864,268679,93006,175673,594,175078,521650,274805
2018,영주시,정보통신업,78815,43975,34840,16918,17921,86,17835,80027,36899
2018,영천시,정보통신업,77770,40925,36845,16457,20388,84,20304,79097,38919
2018,상주시,정보통신업,71854,38933,32921,15514,17407,75,17331,72933,34738
2018,문경시,정보통신업,51445,28568,22877,11025,11852,55,11797,52011,24072
2018,경산시,정보통신업,266978,128437,138541,51227,87314,293,87021,270000,144044
2018,군위군,정보통신업,17619,9648,7971,3822,4149,18,4131,17871,8409
2018,의성군,정보통신업,40883,21976,18907,8628,10279,41,10238,41230,19724
2018,청송군,정보통신업,23690,11963,11727,4434,7293,20,7273,23511,11823
2018,영양군,정보통신업,12821,6949,5872,2772,3100,13,3087,12932,6136
2018,영덕군,정보통신업,29556,16583,12973,6478,6495,32,6463,28266,13203
2018,청도군,정보통신업,31061,16975,14085,6756,7329,32,7297,31506,14855
2018,고령군,정보통신업,24462,13412,11050,5194,5856,26,5830,24738,11601
2018,성주군,정보통신업,31098,16873,14225,6650,7575,32,7543,31462,14920
2018,칠곡군,정보통신업,123894,61660,62234,22432,39802,138,39664,125239,64767
2018,예천군,정보통신업,36673,20062,16610,8067,8543,40,8503,37257,17559
2018,봉화군,정보통신업,23392,12721,10671,5055,5616,24,5592,23697,11223
2018,울진군,정보통신업,35181,19360,15821,7799,8022,38,7985,35788,16790
2018,울릉군,정보통신업,8937,4474,4463,1666,2796,7,2789,8862,4491
2018,경상북도,정보통신업,2728825,1386168,1342657,519525,823132,3019,820113,2752600,1394883
2015,포항시,금융 및 보험업,1324869,571470,753398,67446,685953,7276,678677,1324869,753398
2015,경주시,금융 및 보험업,419030,173598,245432,20610,224822,2419,222403,419030,245432
2015,김천시,금융 및 보험업,166213,64399,101814,7886,93929,955,92974,166213,101814
2015,안동시,금융 및 보험업,311313,154829,156483,13231,143252,1780,141472,311313,156483
2015,구미시,금융 및 보험업,1316055,587803,728252,72033,656218,7624,648595,1316055,728252
2015,영주시,금융 및 보험업,187634,89672,97962,7814,90148,1077,89071,187634,97962
2015,영천시,금융 및 보험업,115099,44776,70323,5472,64850,662,64189,115099,70323
2015,상주시,금융 및 보험업,118712,53150,65562,5175,60387,682,59706,118712,65562
2015,문경시,금융 및 보험업,98829,47909,50920,4038,46883,560,46323,98829,50920
2015,경산시,금융 및 보험업,352624,118928,233696,19453,214243,2025,212218,352624,233696
2015,군위군,금융 및 보험업,13425,4423,9002,684,8318,77,8241,13425,9002
2015,의성군,금융 및 보험업,48892,21872,27021,2158,24863,279,24584,48892,27021
2015,청송군,금융 및 보험업,12737,4405,8331,636,7696,73,7623,12737,8331
2015,영양군,금융 및 보험업,9764,3347,6417,488,5929,56,5873,9764,6417
2015,영덕군,금융 및 보험업,31821,14669,17153,1502,15651,180,15471,31821,17153
2015,청도군,금융 및 보험업,16591,3968,12623,927,11696,94,11602,16591,12623
2015,고령군,금융 및 보험업,17171,3967,13204,980,12224,98,12126,17171,13204
2015,성주군,금융 및 보험업,18922,4382,14539,1080,13459,108,13351,18922,14539
2015,칠곡군,금융 및 보험업,81381,25932,55449,4194,51255,461,50794,81381,55449
2015,예천군,금융 및 보험업,30079,12811,17268,1374,15893,175,15718,30079,17268
2015,봉화군,금융 및 보험업,11642,3702,7941,601,7340,66,7273,11642,7941
2015,울진군,금융 및 보험업,55819,25492,30327,2770,27557,323,27235,55819,30327
2015,울릉군,금융 및 보험업,4057,913,3144,226,2918,22,2895,4057,3144
2015,경상북도,금융 및 보험업,4762680,2036417,2726263,240779,2485484,27071,2458413,4762680,2726263
2016,포항시,금융 및 보험업,1238909,529912,708998,63629,645368,7421,637947,1242055,712717
2016,경주시,금융 및 보험업,413300,167824,245476,20245,225231,2594,222637,410798,243052
2016,김천시,금융 및 보험업,173670,63691,109978,8511,101468,1085,100383,172040,108341
2016,안동시,금융 및 보험업,334642,156655,177987,15029,162958,2078,160880,331753,175235
2016,구미시,금융 및 보험업,1391997,624344,767653,76040,691613,8766,682847,1407551,784184
2016,영주시,금융 및 보험업,163307,75142,88165,7096,81069,1013,80056,161270,86180
2016,영천시,금융 및 보험업,124950,51086,73864,5864,68001,782,67219,123653,72582
2016,상주시,금융 및 보험업,117475,53729,63746,5165,58581,733,57848,116037,62343
2016,문경시,금융 및 보험업,91212,44530,46682,3812,42870,561,42309,90015,45523
2016,경산시,금융 및 보험업,373842,134234,239608,20136,219472,2331,217141,374337,240150
2016,군위군,금융 및 보험업,16020,6212,9807,765,9042,100,8942,15859,9648
2016,의성군,금융 및 보험업,54740,26456,28285,2354,25930,340,25590,54099,27667
2016,청송군,금융 및 보험업,14181,4998,9182,706,8477,88,8388,14055,9055
2016,영양군,금융 및 보험업,7947,1985,5962,436,5526,49,5477,7901,5912
2016,영덕군,금융 및 보험업,26067,11964,14103,1118,12985,159,12825,25741,13785
2016,청도군,금융 및 보험업,19908,5199,14710,1075,13635,123,13512,19778,14571
2016,고령군,금융 및 보험업,18130,4398,13732,1010,12721,113,12609,18031,13624
2016,성주군,금융 및 보험업,20912,5083,15830,1167,14662,130,14532,20799,15705
2016,칠곡군,금융 및 보험업,86014,28933,57081,4353,52728,533,52195,85331,56386
2016,예천군,금융 및 보험업,28196,11201,16994,1338,15656,176,15480,27907,16707
2016,봉화군,금융 및 보험업,13749,4741,9008,690,8318,86,8233,13630,8888
2016,울진군,금융 및 보험업,55813,25781,30031,2667,27364,351,27014,55616,29861
2016,울릉군,금융 및 보험업,4292,1015,3277,234,3043,26,3017,4268,3251
2016,경상북도,금융 및 보험업,4789274,2039115,2750159,243440,2506719,29639,2477080,4792523,2755368
2017,포항시,금융 및 보험업,1309524,560741,748783,63379,685404,7952,677452,1281509,725695
2017,경주시,금융 및 보험업,450878,184135,266744,20593,246151,2841,243310,433857,251290
2017,김천시,금융 및 보험업,194090,75103,118987,8787,110200,1220,108981,185348,110947
2017,안동시,금융 및 보험업,341152,157544,183607,14596,169012,2125,166886,329157,172826
2017,구미시,금융 및 보험업,1432539,626605,805934,75455,730479,9051,721428,1424931,804535
2017,영주시,금융 및 보험업,183033,85035,97998,7507,90491,1140,89351,175626,91239
2017,영천시,금융 및 보험업,128089,50518,77570,5760,71811,804,71006,122305,72201
2017,상주시,금융 및 보험업,125838,56430,69408,5305,64104,789,63314,120564,64546
2017,문경시,금융 및 보험업,92473,43113,49360,3784,45576,572,45004,88670,45847
2017,경산시,금융 및 보험업,421747,148049,273698,21602,252096,2643,249453,408448,261952
