연도,시군구명,항목명,산출액,중간투입액,부가가치,고정자본소모,지역내순생산,기타생산세(기타생산보조금 공제),지역내요소소득,산출액(2015년 기준년 연쇄가격),부가가치(2015년 기준년 연쇄가격)
2015,예천군,교육 서비스업,56530,14188,42342,4697,37645,24,37621,56530,42342
2015,봉화군,교육 서비스업,44811,10840,33971,3732,30238,9,30230,44811,33971
2015,울진군,교육 서비스업,80918,23126,57792,6775,51017,77,50941,80918,57792
2015,울릉군,교육 서비스업,14046,3420,10626,1173,9453,2,9451,14046,10626
2015,경상북도,교육 서비스업,6226388,1878935,4347453,532353,3815100,4853,3810247,6226388,4347453
2016,포항시,교육 서비스업,1253474,398531,854943,108202,746741,975,745766,1234250,862049
2016,경주시,교육 서비스업,541073,151258,389815,45504,344311,308,344003,532294,347997
2016,김천시,교육 서비스업,272739,78053,194685,23475,171210,126,171084,267996,189269
2016,안동시,교육 서비스업,369614,99636,269978,31899,238079,226,237853,363354,251636
2016,구미시,교육 서비스업,1029496,319904,709592,89122,620470,836,619634,1012129,717835
2016,영주시,교육 서비스업,217548,63191,154357,18321,136036,150,135886,214059,140798
2016,영천시,교육 서비스업,164410,47204,117206,13912,103294,106,103188,161578,109839
2016,상주시,교육 서비스업,197956,54197,143759,16623,127136,111,127025,194463,129932
2016,문경시,교육 서비스업,137921,39273,98648,11800,86847,73,86774,135454,95555
2016,경산시,교육 서비스업,1084907,331076,753831,96314,657517,348,657169,1068747,783876
2016,군위군,교육 서비스업,35663,9070,26592,3079,23513,5,23508,34932,25959
2016,의성군,교육 서비스업,88765,22620,66145,7618,58527,17,58510,86992,63232
2016,청송군,교육 서비스업,45325,10836,34490,3840,30650,5,30645,44434,30915
2016,영양군,교육 서비스업,33716,8455,25261,2902,22359,4,22355,33046,24077
2016,영덕군,교육 서비스업,67920,18846,49074,5751,43324,38,43286,66668,46220
2016,청도군,교육 서비스업,65229,16454,48775,5450,43325,23,43302,64055,42055
2016,고령군,교육 서비스업,68952,19197,49755,6062,43693,13,43680,67713,50665
2016,성주군,교육 서비스업,65981,16477,49504,5604,43901,13,43887,64712,45170
2016,칠곡군,교육 서비스업,267170,85340,181830,23152,158678,216,158462,262713,190033
2016,예천군,교육 서비스업,85540,23361,62179,7464,54715,17,54697,83983,61887
2016,봉화군,교육 서비스업,63170,15843,47327,5438,41888,8,41880,61883,45526
2016,울진군,교육 서비스업,106677,29924,76753,9125,67628,55,67573,104654,75122
2016,울릉군,교육 서비스업,19227,4853,14373,1661,12713,2,12710,18832,14008
2016,경상북도,교육 서비스업,6282472,1863600,4418872,542318,3876554,3675,3872879,6178940,4343653
2017,포항시,교육 서비스업,1287716,398690,889027,108265,780762,1095,779667,1247367,847895
2017,경주시,교육 서비스업,566233,162814,403419,48101,355318,337,354981,547806,387867
2017,김천시,교육 서비스업,281758,81436,200322,24406,175915,139,175776,272046,190733
2017,안동시,교육 서비스업,404061,109271,294790,34927,259863,239,259624,390360,284967
2017,구미시,교육 서비스업,1082095,336975,745119,93213,651906,907,650999,1044817,716411
2017,영주시,교육 서비스업,252475,77104,175370,21714,153656,163,153493,244356,170229
2017,영천시,교육 서비스업,173042,49523,123519,14831,108688,99,108589,167066,120349
2017,상주시,교육 서비스업,204810,55891,148918,17614,131304,93,131212,197557,148855
2017,문경시,교육 서비스업,145007,42350,102657,12558,90099,83,90016,139835,98091
2017,경산시,교육 서비스업,1142251,357040,785211,101461,683749,402,683348,1109022,742087
2017,군위군,교육 서비스업,36041,9193,26848,3192,23656,6,23650,34604,25645
2017,의성군,교육 서비스업,87824,22120,65703,7741,57963,13,57950,84395,63646
2017,청송군,교육 서비스업,45351,10974,34377,3953,30424,5,30419,43623,35005
2017,영양군,교육 서비스업,35417,8851,26566,3123,23443,4,23439,34055,25454
2017,영덕군,교육 서비스업,67279,17973,49306,5821,43485,27,43458,64782,50149
2017,청도군,교육 서비스업,67181,17397,49784,5709,44076,27,44049,64810,50852
2017,고령군,교육 서비스업,69927,19143,50784,6205,44580,12,44568,67483,48394
2017,성주군,교육 서비스업,66570,17046,49524,5802,43722,15,43707,64076,48875
2017,칠곡군,교육 서비스업,270167,86846,183321,23461,159861,213,159647,260936,178901
2017,예천군,교육 서비스업,66995,17166,49829,5826,44003,18,43985,64530,48099
2017,봉화군,교육 서비스업,63288,16609,46678,5564,41114,16,41098,60795,45127
2017,울진군,교육 서비스업,108305,30642,77662,9400,68262,58,68204,104202,74397
2017,울릉군,교육 서비스업,11919,3033,8886,1057,7829,2,7827,11444,8498
2017,경상북도,교육 서비스업,6535712,1948089,4587623,563945,4023678,3971,4019707,6319828,4426560
2018,포항시,교육 서비스업,1309896,392256,917640,114544,803096,914,802182,1248665,862123
2018,경주시,교육 서비스업,559089,155094,403995,48420,355575,299,355276,532266,382622
2018,김천시,교육 서비스업,295021,83402,211619,26037,185582,125,185457,280256,198464
2018,안동시,교육 서비스업,430223,116020,314203,38215,275989,247,275742,408917,299167
2018,구미시,교육 서비스업,1088235,334914,753321,97670,655652,750,654901,1033405,713288
2018,영주시,교육 서비스업,256225,75712,180513,22690,157823,138,157685,244059,172610
2018,영천시,교육 서비스업,170722,46727,123995,14957,109037,68,108969,162161,118997
2018,상주시,교육 서비스업,204260,55027,149233,17853,131381,77,131303,193814,146920
2018,문경시,교육 서비스업,145461,41320,104141,12866,91275,64,91211,137972,98003
2018,경산시,교육 서비스업,1117447,331208,786239,101376,684863,341,684522,1068705,732251
2018,군위군,교육 서비스업,37909,9564,28344,3342,25002,5,24997,35789,26661
2018,의성군,교육 서비스업,87704,22052,65652,7726,57925,10,57915,82883,62630
2018,청송군,교육 서비스업,45675,10945,34731,3972,30759,4,30755,43218,34832
2018,영양군,교육 서비스업,34419,8468,25950,3022,22929,3,22926,32552,24488
2018,영덕군,교육 서비스업,65494,16888,48606,5720,42886,17,42869,62017,48686
2018,청도군,교육 서비스업,70095,18176,51920,6056,45864,25,45839,66529,52237
2018,고령군,교육 서비스업,69040,18340,50700,6156,44544,10,44534,65571,47593
2018,성주군,교육 서비스업,66966,16529,50437,5831,44606,11,44596,63404,49025
2018,칠곡군,교육 서비스업,269615,82453,187163,24062,163100,164,162937,256121,179878
2018,예천군,교육 서비스업,77429,20132,57296,6743,50553,24,50529,73348,54469
2018,봉화군,교육 서비스업,65025,16879,48146,5743,42403,12,42391,61424,45837
2018,울진군,교육 서비스업,112124,31006,81118,9850,71268,48,71220,106067,76520
2018,울릉군,교육 서비스업,15123,4336,10788,1332,9456,8,9448,14277,10160
2018,경상북도,교육 서비스업,6593197,1907447,4685750,584182,4101568,3364,4098204,6273478,4453584
2015,포항시,보건업 및 사회복지서비스업,1097468,539900,557568,62947,494621,954,493667,1097468,557568
2015,경주시,보건업 및 사회복지서비스업,547925,270937,276988,36850,240139,439,239699,547925,276988
2015,김천시,보건업 및 사회복지서비스업,323572,156242,167330,41373,125957,193,125763,323572,167330
2015,안동시,보건업 및 사회복지서비스업,618714,298508,320206,60661,259544,319,259225,618714,320206
2015,구미시,보건업 및 사회복지서비스업,726356,360483,365873,38673,327200,691,326509,726356,365873
2015,영주시,보건업 및 사회복지서비스업,246127,121807,124320,19264,105056,191,104865,246127,124320
2015,영천시,보건업 및 사회복지서비스업,230847,111597,119250,14002,105248,171,105077,230847,119250
2015,상주시,보건업 및 사회복지서비스업,203192,97511,105681,12077,93604,153,93450,203192,105681
2015,문경시,보건업 및 사회복지서비스업,208210,102215,105994,19788,86206,130,86076,208210,105994
2015,경산시,보건업 및 사회복지서비스업,459282,221970,237312,25700,211611,386,211225,459282,237312
2015,군위군,보건업 및 사회복지서비스업,36216,17783,18432,4826,13606,24,13582,36216,18432
2015,의성군,보건업 및 사회복지서비스업,106086,51412,54674,7278,47396,88,47308,106086,54674
2015,청송군,보건업 및 사회복지서비스업,69298,32253,37045,9089,27956,26,27930,69298,37045
2015,영양군,보건업 및 사회복지서비스업,59320,31809,27511,15723,11788,11,11777,59320,27511
2015,영덕군,보건업 및 사회복지서비스업,67239,33215,34025,5727,28298,60,28238,67239,34025
2015,청도군,보건업 및 사회복지서비스업,93312,44438,48874,4995,43879,63,43816,93312,48874
2015,고령군,보건업 및 사회복지서비스업,79091,40522,38569,12472,26098,47,26051,79091,38569
2015,성주군,보건업 및 사회복지서비스업,81033,40503,40530,7974,32557,58,32499,81033,40530
2015,칠곡군,보건업 및 사회복지서비스업,163581,76915,86665,7523,79142,124,79019,163581,86665
2015,예천군,보건업 및 사회복지서비스업,84056,41079,42977,7739,35238,60,35178,84056,42977
2015,봉화군,보건업 및 사회복지서비스업,70544,36828,33716,14489,19226,25,19201,70544,33716
2015,울진군,보건업 및 사회복지서비스업,116439,59205,57234,21747,35487,65,35422,116439,57234
2015,울릉군,보건업 및 사회복지서비스업,8757,4238,4519,2736,1783,1,1782,8757,4519
2015,경상북도,보건업 및 사회복지서비스업,5696665,2791371,2905294,453655,2451639,4279,2447360,5696665,2905294
2016,포항시,보건업 및 사회복지서비스업,1215795,591129,624666,71437,553229,722,552507,1198198,615639
2016,경주시,보건업 및 사회복지서비스업,604227,296951,307277,45263,262013,331,261682,595881,303075
2016,김천시,보건업 및 사회복지서비스업,352560,171013,181547,45774,135773,142,135631,348149,179522
2016,안동시,보건업 및 사회복지서비스업,653898,315823,338075,60966,277108,236,276873,645137,333852
2016,구미시,보건업 및 사회복지서비스업,799214,393722,405492,51008,354484,526,353957,787966,399730
2016,영주시,보건업 및 사회복지서비스업,266428,132688,133740,24838,108902,141,108761,263017,132077
2016,영천시,보건업 및 사회복지서비스업,253910,121957,131953,16767,115186,130,115056,250098,129992
2016,상주시,보건업 및 사회복지서비스업,234898,112257,122641,18584,104057,116,103941,231412,120873
2016,문경시,보건업 및 사회복지서비스업,247722,121081,126641,27720,98921,99,98822,244443,125062
2016,경산시,보건업 및 사회복지서비스업,499489,238433,261056,28723,232333,292,232042,491766,257035
2016,군위군,보건업 및 사회복지서비스업,43494,21811,21683,6393,15290,18,15272,42981,21449
2016,의성군,보건업 및 사회복지서비스업,108266,52397,55869,8164,47705,63,47642,106680,55059
2016,청송군,보건업 및 사회복지서비스업,88331,40428,47903,10562,37341,20,37321,86893,47179
2016,영양군,보건업 및 사회복지서비스업,52936,29589,23347,13347,10000,8,9992,52725,23347
2016,영덕군,보건업 및 사회복지서비스업,73183,35812,37371,5890,31481,45,31436,72148,36846
2016,청도군,보건업 및 사회복지서비스업,101628,49103,52525,7453,45072,48,45024,100165,51786
2016,고령군,보건업 및 사회복지서비스업,61726,30799,30928,6673,24254,35,24220,60954,30557
2016,성주군,보건업 및 사회복지서비스업,85299,43727,41572,9435,32136,45,32092,84349,41133
2016,칠곡군,보건업 및 사회복지서비스업,175266,81741,93525,9656,83869,94,83775,172340,91978
2016,예천군,보건업 및 사회복지서비스업,101633,49974,51659,10742,40918,44,40873,100278,50998
2016,봉화군,보건업 및 사회복지서비스업,75938,40735,35203,16779,18424,19,18405,75462,35089
2016,울진군,보건업 및 사회복지서비스업,122251,63604,58647,22139,36508,50,36459,121201,58262
2016,울릉군,보건업 및 사회복지서비스업,13021,7131,5890,4216,1673,1,1672,12998,5916
2016,경상북도,보건업 및 사회복지서비스업,6231114,3041906,3189208,522528,2666680,3226,2663454,6145241,3146456
2017,포항시,보건업 및 사회복지서비스업,1320868,636069,684799,76055,608744,860,607884,1278618,657323
2017,경주시,보건업 및 사회복지서비스업,629652,304445,325207,45199,280008,388,279620,610195,312621
2017,김천시,보건업 및 사회복지서비스업,356581,170558,186024,39621,146403,170,146233,345936,179447
2017,안동시,보건업 및 사회복지서비스업,686595,329010,357585,58568,299017,279,298738,663005,343509
2017,구미시,보건업 및 사회복지서비스업,813193,394858,418335,48197,370138,608,369530,789203,402045
2017,영주시,보건업 및 사회복지서비스업,268024,132416,135608,25901,109708,164,109544,260147,130469
2017,영천시,보건업 및 사회복지서비스업,266306,126850,139456,17937,121519,153,121367,257654,133982
2017,상주시,보건업 및 사회복지서비스업,239578,116102,123476,27275,96202,136,96065,232179,118685
2017,문경시,보건업 및 사회복지서비스업,265280,127816,137464,29537,107926,111,107815,256996,132445
2017,경산시,보건업 및 사회복지서비스업,503133,237680,265453,25438,240015,336,239679,487094,254991
2017,군위군,보건업 및 사회복지서비스업,40803,20117,20686,5593,15093,21,15072,39716,19994
2017,의성군,보건업 및 사회복지서비스업,116570,55299,61271,9478,51793,67,51726,112951,58945
2017,청송군,보건업 및 사회복지서비스업,88720,39732,48988,9883,39105,21,39083,85724,47289
2017,영양군,보건업 및 사회복지서비스업,49457,27101,22355,12754,9601,10,9591,48342,21722
2017,영덕군,보건업 및 사회복지서비스업,72826,35457,37370,5839,31531,52,31479,70733,35957
2017,청도군,보건업 및 사회복지서비스업,102255,49050,53205,7423,45783,56,45726,98917,51109
2017,고령군,보건업 및 사회복지서비스업,60987,30108,30879,6582,24297,40,24257,59326,29764
2017,성주군,보건업 및 사회복지서비스업,84364,42552,41812,8844,32968,51,32917,81974,40252
2017,칠곡군,보건업 및 사회복지서비스업,180631,83448,97183,10009,87173,108,87065,174687,93396
2017,예천군,보건업 및 사회복지서비스업,105634,50730,54904,10446,44458,50,44408,102379,52895
2017,봉화군,보건업 및 사회복지서비스업,71860,37750,34109,15386,18723,21,18702,70111,33076
2017,울진군,보건업 및 사회복지서비스업,118942,61108,57834,20933,36901,57,36844,116024,55968
2017,울릉군,보건업 및 사회복지서비스업,6166,3188,2978,1753,1225,1,1223,6047,2910
2017,경상북도,보건업 및 사회복지서비스업,6448425,3111444,3336981,518652,2818329,3760,2814569,6248225,3208956
2018,포항시,보건업 및 사회복지서비스업,1422266,684995,737271,80497,656774,500,656274,1361522,702340
2018,경주시,보건업 및 사회복지서비스업,654383,315977,338406,48142,290264,220,290044,627401,322938
2018,김천시,보건업 및 사회복지서비스업,399841,191699,208142,47898,160245,96,160148,383444,198997
2018,안동시,보건업 및 사회복지서비스업,711164,342889,368276,62575,305700,163,305537,676587,349356
2018,구미시,보건업 및 사회복지서비스업,915233,440259,474974,53413,421561,346,421215,879841,453908
2018,영주시,보건업 및 사회복지서비스업,285785,139812,145973,28082,117891,95,117796,274468,139441
2018,영천시,보건업 및 사회복지서비스업,260941,124102,136839,18073,118766,82,118684,249823,130507
2018,상주시,보건업 및 사회복지서비스업,264480,128957,135523,31624,103899,79,103819,253562,129287
2018,문경시,보건업 및 사회복지서비스업,274001,131618,142384,32781,109603,60,109544,262224,135827
2018,경산시,보건업 및 사회복지서비스업,502281,237050,265231,25828,239402,174,239228,481635,253244
2018,군위군,보건업 및 사회복지서비스업,42193,20674,21519,5847,15672,12,15660,40680,20665
2018,의성군,보건업 및 사회복지서비스업,119747,56967,62779,10144,52636,37,52599,114884,59994
2018,청송군,보건업 및 사회복지서비스업,90608,40981,49626,10548,39079,12,39067,86646,47487
2018,영양군,보건업 및 사회복지서비스업,51890,27643,24247,14224,10023,5,10018,49844,23150
2018,영덕군,보건업 및 사회복지서비스업,82327,39170,43156,6223,36933,28,36905,79253,41301
2018,청도군,보건업 및 사회복지서비스업,103157,49367,53790,7696,46094,31,46063,98667,51248
2018,고령군,보건업 및 사회복지서비스업,60122,29531,30591,6811,23780,21,23759,57940,29319
2018,성주군,보건업 및 사회복지서비스업,84558,42143,42415,9175,33240,27,33213,81170,40465
2018,칠곡군,보건업 및 사회복지서비스업,184958,85576,99382,10185,89197,58,89139,177299,94975
2018,예천군,보건업 및 사회복지서비스업,115467,55071,60397,10833,49564,32,49532,110728,57736
2018,봉화군,보건업 및 사회복지서비스업,73081,37716,35365,16439,18926,11,18915,70216,33811
2018,울진군,보건업 및 사회복지서비스업,128134,65794,62340,25535,36805,31,36775,123392,59699
2018,울릉군,보건업 및 사회복지서비스업,7514,3920,3594,2260,1334,1,1333,7249,3458
2018,경상북도,보건업 및 사회복지서비스업,6834131,3291910,3542221,564833,2977388,2121,2975267,6548544,3379295
2015,포항시,문화 및 기타서비스업,1185865,637956,547909,107099,440810,7646,433164,1185865,547909
2015,경주시,문화 및 기타서비스업,617552,322605,294947,58213,236734,5754,230980,617552,294947
2015,김천시,문화 및 기타서비스업,256780,133247,123532,23164,100369,2569,97800,256780,123532
2015,안동시,문화 및 기타서비스업,232258,124982,107276,29839,77437,1251,76186,232258,107276
2015,구미시,문화 및 기타서비스업,705911,379764,326147,74109,252037,4444,247593,705911,326147
2015,영주시,문화 및 기타서비스업,119122,64941,54181,10212,43968,575,43394,119122,54181
2015,영천시,문화 및 기타서비스업,156822,82876,73946,14897,59049,1249,57800,156822,73946
2015,상주시,문화 및 기타서비스업,119590,63389,56201,8956,47244,1085,46159,119590,56201
2015,문경시,문화 및 기타서비스업,88032,46976,41055,9541,31515,592,30923,88032,41055
2015,경산시,문화 및 기타서비스업,462977,246797,216180,48409,167771,4488,163283,462977,216180
2015,군위군,문화 및 기타서비스업,62693,31814,30879,8553,22326,659,21667,62693,30879
2015,의성군,문화 및 기타서비스업,70566,35927,34639,6978,27661,680,26981,70566,34639
2015,청송군,문화 및 기타서비스업,49295,27827,21468,8728,12740,110,12630,49295,21468
2015,영양군,문화 및 기타서비스업,14308,7468,6840,1129,5711,57,5654,14308,6840
2015,영덕군,문화 및 기타서비스업,78450,39905,38545,11327,27218,500,26718,78450,38545
2015,청도군,문화 및 기타서비스업,106405,51907,54498,18043,36455,1087,35368,106405,54498
2015,고령군,문화 및 기타서비스업,58087,29941,28146,7546,20600,271,20329,58087,28146
2015,성주군,문화 및 기타서비스업,108523,56250,52274,11642,40632,599,40033,108523,52274
2015,칠곡군,문화 및 기타서비스업,235766,131319,104447,21876,82571,1632,80939,235766,104447
2015,예천군,문화 및 기타서비스업,67906,35159,32747,5991,26756,581,26175,67906,32747
2015,봉화군,문화 및 기타서비스업,64905,34953,29952,9364,20589,228,20361,64905,29952
2015,울진군,문화 및 기타서비스업,68655,37779,30875,8529,22347,445,21902,68655,30875
2015,울릉군,문화 및 기타서비스업,21307,12028,9279,3773,5506,55,5451,21307,9279
2015,경상북도,문화 및 기타서비스업,4951774,2635809,2315965,507917,1808048,36557,1771491,4951774,2315965
2016,포항시,문화 및 기타서비스업,1256592,656035,600558,110776,489782,11518,478264,1210645,556295
2016,경주시,문화 및 기타서비스업,656219,326831,329389,61028,268361,9372,258989,631400,305566
2016,김천시,문화 및 기타서비스업,327662,162263,165399,29176,136223,6367,129856,317792,155921
2016,안동시,문화 및 기타서비스업,263117,141200,121917,34252,87665,1944,85721,259978,119271
2016,구미시,문화 및 기타서비스업,768308,409586,358722,76697,282025,6790,275235,747108,338687
2016,영주시,문화 및 기타서비스업,124004,65975,58029,11142,46887,815,46072,122091,56322
2016,영천시,문화 및 기타서비스업,172561,86950,85611,15975,69636,2024,67612,166432,79618
2016,상주시,문화 및 기타서비스업,123572,63565,60007,9690,50317,1579,48738,121611,58279
2016,문경시,문화 및 기타서비스업,96641,50242,46400,10357,36043,980,35063,95172,45031
2016,경산시,문화 및 기타서비스업,497962,256511,241451,52158,189293,7613,181680,487036,231126
2016,군위군,문화 및 기타서비스업,64342,30717,33625,8905,24720,1291,23430,62768,32047
2016,의성군,문화 및 기타서비스업,46631,23531,23099,5720,17379,1002,16378,45798,22361
2016,청송군,문화 및 기타서비스업,37705,21146,16559,7857,8702,70,8632,37451,16354
2016,영양군,문화 및 기타서비스업,5825,3289,2536,703,1833,29,1804,5725,2459
2016,영덕군,문화 및 기타서비스업,79681,38815,40866,11610,29256,811,28444,77840,38983
2016,청도군,문화 및 기타서비스업,120188,62576,57612,16491,41121,1926,39195,118572,55895
2016,고령군,문화 및 기타서비스업,56611,28659,27953,7394,20558,523,20035,54565,25900
2016,성주군,문화 및 기타서비스업,91816,43690,48125,10462,37663,526,37137,86707,43050
2016,칠곡군,문화 및 기타서비스업,263368,140759,122609,24591,98018,2675,95344,255906,115831
2016,예천군,문화 및 기타서비스업,64458,31941,32517,5981,26536,828,25708,63324,31405
2016,봉화군,문화 및 기타서비스업,63460,32864,30597,8926,21670,273,21397,61434,28526
2016,울진군,문화 및 기타서비스업,70208,37536,32672,8789,23883,580,23303,69430,31982
2016,울릉군,문화 및 기타서비스업,19374,10937,8437,3625,4813,59,4753,19259,8324
2016,경상북도,문화 및 기타서비스업,5270306,2725617,2544689,532303,2012386,59595,1952791,5118044,2399229
2017,포항시,문화 및 기타서비스업,1334176,732251,601925,115919,486006,11399,474607,1254347,533382
2017,경주시,문화 및 기타서비스업,708387,377441,330946,65029,265917,10625,255292,664643,294015
2017,김천시,문화 및 기타서비스업,283596,150260,133336,24116,109220,4077,105143,267482,120201
2017,안동시,문화 및 기타서비스업,265661,144064,121596,36122,85474,1917,83557,258871,116630
2017,구미시,문화 및 기타서비스업,838916,463754,375162,84648,290514,7686,282828,799070,341664
2017,영주시,문화 및 기타서비스업,136862,73011,63851,12873,50978,897,50080,132698,60547
2017,영천시,문화 및 기타서비스업,205104,109536,95567,18818,76749,2746,74004,193009,85330
2017,상주시,문화 및 기타서비스업,137374,72309,65065,11278,53786,1925,51861,133221,61878
2017,문경시,문화 및 기타서비스업,102752,54197,48556,11793,36763,1116,35647,99502,46076
2017,경산시,문화 및 기타서비스업,503563,270658,232905,50990,181915,6828,175088,483254,216696
2017,군위군,문화 및 기타서비스업,73041,36317,36724,9358,27366,1547,25819,69789,34059
2017,의성군,문화 및 기타서비스업,48855,25308,23548,5969,17579,849,16730,46922,22059
2017,청송군,문화 및 기타서비스업,44149,24254,19895,9040,10855,96,10759,42937,19144
2017,영양군,문화 및 기타서비스업,6722,3728,2995,837,2157,30,2128,6183,2649
2017,영덕군,문화 및 기타서비스업,86172,42531,43641,12126,31515,1152,30363,82264,40332
2017,청도군,문화 및 기타서비스업,142100,75456,66644,20081,46563,2456,44107,137708,63336
2017,고령군,문화 및 기타서비스업,76081,39698,36383,8476,27907,604,27303,60441,26870
2017,성주군,문화 및 기타서비스업,98924,50434,48490,10388,38102,677,37425,90540,41100
2017,칠곡군,문화 및 기타서비스업,292375,162777,129598,25570,104028,2728,101300,277882,117658
2017,예천군,문화 및 기타서비스업,70797,36075,34722,6344,28378,900,27478,68578,32918
2017,봉화군,문화 및 기타서비스업,77226,41147,36079,10691,25388,371,25017,70400,30955
2017,울진군,문화 및 기타서비스업,71480,38998,32482,9294,23188,519,22668,69390,31009
2017,울릉군,문화 및 기타서비스업,22810,12780,10030,4091,5939,75,5864,21146,9073
2017,경상북도,문화 및 기타서비스업,5627123,3036983,2590140,563853,2026287,61219,1965068,5330238,2346639
2018,포항시,문화 및 기타서비스업,1416356,756450,659906,123967,535940,10711,525228,1276926,547693
2018,경주시,문화 및 기타서비스업,718447,371293,347153,66356,280797,10622,270175,646482,290114
2018,김천시,문화 및 기타서비스업,311955,160967,150987,26341,124647,4212,120434,282724,128315
2018,안동시,문화 및 기타서비스업,280255,152938,127316,36065,91251,2160,89091,267274,118537
2018,구미시,문화 및 기타서비스업,884591,480050,404541,88117,316424,7553,308871,813554,348664
2018,영주시,문화 및 기타서비스업,137854,73913,63941,12651,51289,916,50374,130209,58356
2018,영천시,문화 및 기타서비스업,212013,111274,100739,18817,81922,2459,79462,190462,83977
2018,상주시,문화 및 기타서비스업,151048,78689,72359,12221,60137,1777,58360,143385,66733
2018,문경시,문화 및 기타서비스업,105167,55557,49610,11571,38039,1050,36989,99601,45707
2018,경산시,문화 및 기타서비스업,496961,267333,229628,49659,179969,6394,173576,465020,205913
2018,군위군,문화 및 기타서비스업,68057,34406,33651,8621,25030,1210,23820,63602,30313
2018,의성군,문화 및 기타서비스업,77827,40021,37806,8419,29387,1735,27652,73200,34428
2018,청송군,문화 및 기타서비스업,51992,28914,23078,8795,14283,111,14172,42536,18353
2018,영양군,문화 및 기타서비스업,5752,3343,2409,700,1709,30,1679,5097,2011
2018,영덕군,문화 및 기타서비스업,87903,44631,43271,12120,31151,1066,30085,82035,38788
2018,청도군,문화 및 기타서비스업,138669,71269,67401,18980,48420,2373,46048,132508,63146
2018,고령군,문화 및 기타서비스업,75315,38161,37154,8748,28406,569,27836,57701,26029
2018,성주군,문화 및 기타서비스업,104140,52320,51820,10899,40921,552,40369,90415,40637
2018,칠곡군,문화 및 기타서비스업,312874,172011,140863,27509,113355,2780,110575,286286,120301
2018,예천군,문화 및 기타서비스업,79015,40227,38788,6919,31869,963,30906,75031,35795
2018,봉화군,문화 및 기타서비스업,73013,38118,34895,10026,24869,349,24520,63258,27906
2018,울진군,문화 및 기타서비스업,72098,39623,32475,8823,23652,535,23117,68304,30010
2018,울릉군,문화 및 기타서비스업,36934,20480,16455,4707,11747,112,11635,33835,14800
2018,경상북도,문화 및 기타서비스업,5898235,3131989,2766246,581033,2185213,60239,2124974,5388302,2375157
2020,경상북도,총부가가치(기초가격),248529785,149460507,99069278,28018828,71050450,640859,70409591,250133461,99046874
2020,경상북도,"농업,어업 및 임업",10041362,4255490,5785872,845923,4939949,110038,5049987,9428464,5207524
2020,경상북도,광업,342023,190382,151641,28658,122983,348,122635,306794,150597
2020,경상북도,제조업,141171637,99303116,41868521,14440031,27428490,182168,27246322,146575170,42433513
2020,경상북도,전기가스증기및공기조절업,9077083,6013948,3063135,1411922,1651213,93452,1557761,9716550,3737286
2020,경상북도,건설업,13586859,8001183,5585676,264036,5321640,15862,5305778,12356034,4617768
2020,경상북도,도매및소매업,6474106,3152770,3321336,246869,3074467,54654,3019813,6407265,3364247
2020,경상북도,운수및창고업,6355719,3903901,2451818,986417,1465401,8857,1456544,6135109,2315799
2020,경상북도,숙박 및 음식점업,5985935,4325728,1660207,170089,1490118,11483,1478635,5368319,1474121
2020,경상북도,정보통신업,2712256,1326440,1385816,537538,848278,2443,845835,2799889,1512424
2020,경상북도,금융 및 보험업,5259568,2163897,3095671,266000,2829671,59543,2770128,5210400,3091412
2020,경상북도,부동산업,5742318,1566971,4175347,1385230,2790117,241154,2548963,5433189,3959171
2020,경상북도,사업서비스업,9642056,4171183,5470873,497544,4973329,6408,4966921,8717300,4712103
2020,경상북도,"공공행정,국방및사회보장 행정",12309466,2782357,9527109,4968435,4558674,136,4558538,11223850,8526757
2020,경상북도,교육서비스업(정부),6551931,1741286,4810645,655925,4154720,3521,4151199,6096426,4449020
2020,경상북도,보건업 및 사회복지서비스업,7505213,3588158,3917055,647805,3269250,2211,3267039,7055393,3642625
2020,경상북도,"예술, 스포츠 및 여가관련 서비스",5772253,2973697,2798556,666406,2132150,68657,2063493,5032671,2201465
2020,포항시,총부가가치(기초가격),50829575,33579819,17249756,4299338,12950418,131687,12818731,47800563,16241539
2020,포항시,"농업,어업 및 임업",627061,317781,309280,45566,263714,2649,266363,584359,305973
2020,포항시,광업,12723,7100,5623,1087,4536,13,4524,11462,5649
2020,포항시,제조업,30145530,23355840,6789690,2238465,4551225,39332,4511893,28503081,6396527
2020,포항시,전기가스증기및공기조절업,840188,586526,253661,119289,134372,8650,125722,937829,324751
2020,포항시,건설업,3044604,1776732,1267872,59572,1208300,3554,1204746,2762060,1052608
2020,포항시,도매및소매업,1282972,617790,665182,49498,615683,10831,604853,1269584,673310
2020,포항시,운수및창고업,2318044,1494777,823267,303153,520114,3230,516884,2261625,788598
2020,포항시,숙박 및 음식점업,1178601,854523,324078,27103,296975,2261,294714,1054493,285276
2020,포항시,정보통신업,564796,271084,293712,108451,185262,521,184741,580612,317432
2020,포항시,금융 및 보험업,1400820,614961,785859,69447,716412,15375,701037,1389651,786942
2020,포항시,부동산업,860990,255043,605947,194481,411466,36163,375302,813258,574222
2020,포항시,사업서비스업,2658540,1240266,1418274,118844,1299430,1878,1297552,2439254,1249227
2020,포항시,"공공행정,국방및사회보장 행정",1826057,449834,1376224,599205,777019,20,776999,1637855,1206534
2020,포항시,교육서비스업(정부),1253432,332934,920498,127867,792631,720,791911,1172498,843653
